web-scraper-order,web-scraper-start-url,Día,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,pagination
"1680878356-1003","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","07:00","Despejado","18°","6 km/h","56%","1024 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1004","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","07:30","Despejado","18°","6 km/h","52%","1024 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1005","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","08:00","Despejado","18°","4 km/h","52%","1024 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1006","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","08:30","Despejado","20°","En calma","56%","1024 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1007","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","09:00","Despejado","20°","En calma","56%","1025 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1008","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","09:30","Despejado","22°","6 km/h","57%","1025 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1009","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","10:00","Despejado","23°","2 km/h","53%","1026 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1010","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","10:30","Despejado","23°","9 km/h","57%","1026 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1011","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","11:00","Despejado","23°","9 km/h","57%","1026 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1012","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","11:30","Despejado","23°","7 km/h","57%","1026 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1013","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","12:00","Despejado","23°","11 km/h","53%","1026 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1014","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","12:30","Despejado","23°","11 km/h","53%","1026 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1015","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","13:00","Despejado","23°","11 km/h","53%","1025 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1016","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","13:30","Despejado","23°","13 km/h","50%","1025 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1017","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","14:00","Despejado","23°","9 km/h","53%","1024 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1018","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","14:30","Despejado","23°","9 km/h","50%","1024 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1019","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","15:00","Despejado","23°","9 km/h","53%","1024 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1020","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","15:30","Despejado","23°","9 km/h","53%","1024 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1021","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","16:00","Despejado","23°","7 km/h","50%","1024 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1022","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","16:30","Despejado","22°","7 km/h","53%","1024 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1023","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","17:00","Despejado","22°","4 km/h","57%","1024 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1024","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","17:30","Despejado","22°","6 km/h","57%","1024 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1025","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","18:00","Despejado","21°","6 km/h","64%","1024 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1026","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","18:30","Despejado","21°","6 km/h","64%","1024 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1027","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","19:00","Despejado","20°","4 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1028","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","19:30","Despejado","20°","4 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1029","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","20:00","Despejado","19°","6 km/h","68%","1025 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1030","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","20:30","Despejado","20°","7 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1031","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","21:00","Despejado","19°","7 km/h","60%","1026 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1032","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","21:30","Despejado","20°","9 km/h","30%","1026 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1033","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","22:00","Despejado","20°","9 km/h","26%","1026 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1034","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","22:30","Despejado","20°","9 km/h","26%","1026 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1035","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","23:00","Despejado","20°","9 km/h","26%","1026 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878356-1036","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 20 Diciembre 2022","23:30","Despejado","19°","11 km/h","28%","1026 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2022.html"
"1680878359-1037","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","00:00","Despejado","19°","11 km/h","28%","1026 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1038","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1039","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","00:30","Despejado","20°","11 km/h","28%","1026 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1040","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","01:00","Despejado","19°","13 km/h","30%","1026 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1041","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","01:30","Despejado","18°","13 km/h","34%","1026 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1042","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","02:00","Despejado","18°","11 km/h","34%","1026 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1043","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","02:30","Despejado","18°","13 km/h","37%","1026 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1044","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","03:00","Despejado","16°","9 km/h","42%","1026 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1045","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","03:30","Despejado","18°","13 km/h","37%","1026 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1046","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","04:00","Despejado","18°","11 km/h","34%","1026 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1047","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","04:30","Despejado","18°","13 km/h","39%","1026 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1048","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","05:00","Despejado","19°","13 km/h","46%","1026 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1049","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","05:30","Despejado","18°","11 km/h","45%","1026 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1050","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","06:00","Despejado","18°","11 km/h","42%","1026 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1051","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","06:30","Despejado","19°","13 km/h","46%","1026 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1052","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","07:00","Despejado","18°","11 km/h","56%","1026 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1053","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","07:30","Despejado","19°","11 km/h","56%","1027 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1054","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","08:00","Nubes dispersas","19°","11 km/h","60%","1027 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1055","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","08:30","Nubes dispersas","19°","11 km/h","60%","1027 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1056","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","09:00","Nubes dispersas","20°","9 km/h","60%","1028 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1057","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","09:30","Nubes dispersas","22°","7 km/h","57%","1028 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1058","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","10:00","Nubes dispersas","22°","7 km/h","53%","1028 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1059","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","10:30","Despejado","23°","7 km/h","50%","1028 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1060","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","11:00","Despejado","23°","7 km/h","53%","1028 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1061","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","11:30","Despejado","23°","9 km/h","53%","1028 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1062","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","12:00","Despejado","23°","9 km/h","53%","1028 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1063","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","12:30","Despejado","23°","7 km/h","57%","1027 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1064","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","13:00","Despejado","22°","9 km/h","64%","1027 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1065","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","13:30","Despejado","23°","7 km/h","61%","1026 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1066","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","14:00","Despejado","23°","9 km/h","65%","1026 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1067","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","14:30","Despejado","22°","11 km/h","69%","1026 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1068","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","15:00","Despejado","22°","9 km/h","69%","1025 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1069","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","15:30","Despejado","23°","9 km/h","65%","1025 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1070","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","16:00","Despejado","23°","9 km/h","65%","1025 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1071","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","16:30","Despejado","22°","7 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1072","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","17:00","Despejado","22°","7 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1073","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","17:30","Despejado","22°","7 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1074","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","18:00","Despejado","21°","9 km/h","69%","1025 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1075","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","18:30","Despejado","21°","7 km/h","64%","1026 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1076","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","19:00","Despejado","20°","9 km/h","60%","1026 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1077","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","19:30","Despejado","20°","11 km/h","60%","1026 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
"1680878359-1078","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 21 Diciembre 2022","20:00","Despejado","20°","11 km/h","56%","1026 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2022.html"
